date,interconnection_point_type,interconnection_point,country,direction,transportation_amount
2023-12-05,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1440963.4
2023-12-05,Транскордонні точки,Республіка Молдова,Молдова,Вихід,538443.0
2023-12-05,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12466973.0
2023-12-05,Транскордонні точки,ГВС Суджа,Росія,Вхід,42127980.0
2023-12-05,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1449175.0
2023-12-05,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,48168140.0
2023-12-06,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вихід,960923.0
2023-12-06,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10538674.0
2023-12-06,Транскордонні точки,ГВС Каушани,Молдова,Вхід,793952.2
2023-12-06,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1575713.9
2023-12-06,Транскордонні точки,Республіка Молдова,Молдова,Вихід,420924.0
2023-12-06,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12639540.0
2023-12-06,Транскордонні точки,ГВС Суджа,Росія,Вхід,43119375.0
2023-12-06,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1468983.0
2023-12-06,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,45084444.0
2023-12-07,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10118221.0
2023-12-07,Транскордонні точки,ГВС Каушани,Молдова,Вхід,829058.3
2023-12-07,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1443284.1
2023-12-07,Транскордонні точки,Республіка Молдова,Молдова,Вихід,426602.0
2023-12-07,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,13204996.0
2023-12-07,Транскордонні точки,ГВС Суджа,Росія,Вхід,42378584.0
2023-12-07,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1485282.0
2023-12-07,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42861382.0
2023-12-08,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,941963.0
2023-12-08,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9798020.0
2023-12-08,Транскордонні точки,ГВС Каушани,Молдова,Вхід,875513.9
2023-12-08,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1456037.3
2023-12-08,Транскордонні точки,Республіка Молдова,Молдова,Вихід,460033.0
2023-12-08,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12620223.0
2023-12-08,Транскордонні точки,ГВС Суджа,Росія,Вхід,42161313.0
2023-12-08,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1487761.0
2023-12-08,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42890425.0
2023-12-09,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10007750.0
2023-12-09,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1026340.0
2023-12-09,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1508895.6
2023-12-09,Транскордонні точки,Республіка Молдова,Молдова,Вихід,493071.0
2023-12-09,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12365034.0
2023-12-09,Транскордонні точки,ГВС Суджа,Росія,Вхід,42316925.0
2023-12-09,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1483555.0
2023-12-09,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42030606.0
2023-12-10,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10173086.0
2023-12-10,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1186716.7
2023-12-10,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1540734.0
2023-12-10,Транскордонні точки,Республіка Молдова,Молдова,Вихід,553621.0
2023-12-10,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12075429.0
2023-12-10,Транскордонні точки,ГВС Суджа,Росія,Вхід,42058619.0
2023-12-10,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1494119.0
2023-12-10,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,41936115.0
2023-12-11,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10433216.0
2023-12-11,Транскордонні точки,ГВС Каушани,Молдова,Вхід,556897.84
2023-12-11,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1441130.2
2023-12-11,Транскордонні точки,Республіка Молдова,Молдова,Вихід,363424.0
2023-12-11,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12567046.0
2023-12-11,Транскордонні точки,ГВС Суджа,Росія,Вхід,41628849.0
2023-12-11,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1497412.0
2023-12-11,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,41912064.0
2023-12-12,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9583917.0
2023-12-12,Транскордонні точки,ГВС Каушани,Молдова,Вхід,636538.94
2023-12-12,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1408172.6
2023-12-12,Транскордонні точки,Республіка Молдова,Молдова,Вихід,377948.0
2023-12-12,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12744862.0
2023-12-12,Транскордонні точки,ГВС Суджа,Росія,Вхід,42863106.0
2023-12-12,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1513604.0
2023-12-12,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42303388.0
2023-12-13,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9377565.0
2023-12-13,Транскордонні точки,ГВС Каушани,Молдова,Вхід,805191.1
2023-12-13,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1239646.8
2023-12-13,Транскордонні точки,Республіка Молдова,Молдова,Вихід,421092.0
2023-12-13,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12810837.0
2023-12-13,Транскордонні точки,ГВС Суджа,Росія,Вхід,42469038.0
2023-12-13,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1507678.0
2023-12-13,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42502641.0
2023-12-14,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9800251.0
2023-12-14,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1155235.8
2023-12-14,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1286019.6
2023-12-14,Транскордонні точки,Республіка Молдова,Молдова,Вихід,524396.0
2023-12-14,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12463073.0
2023-12-14,Транскордонні точки,ГВС Суджа,Росія,Вхід,41514687.0
2023-12-14,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1487268.0
2023-12-14,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42596890.0
2023-12-15,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9517877.0
2023-12-15,Транскордонні точки,ГВС Каушани,Молдова,Вхід,941171.3
2023-12-15,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1421277.3
2023-12-15,Транскордонні точки,Республіка Молдова,Молдова,Вихід,471270.0
2023-12-15,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12823447.0
2023-12-15,Транскордонні точки,ГВС Суджа,Росія,Вхід,42947840.0
2023-12-15,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1510880.0
2023-12-15,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42195704.0
2023-12-16,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,572641.0
2023-12-16,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9904217.0
2023-12-16,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1165014.4
2023-12-16,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1533919.1
2023-12-16,Транскордонні точки,Республіка Молдова,Молдова,Вихід,530179.0
2023-12-16,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12514354.0
2023-12-16,Транскордонні точки,ГВС Суджа,Росія,Вхід,42932110.0
2023-12-16,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1514334.0
2023-12-16,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,40967859.0
2023-12-17,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9224051.0
2023-12-17,Транскордонні точки,ГВС Каушани,Молдова,Вхід,918903.7
2023-12-17,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1437739.0
2023-12-17,Транскордонні точки,Республіка Молдова,Молдова,Вихід,427705.0
2023-12-17,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12491171.0
2023-12-17,Транскордонні точки,ГВС Суджа,Росія,Вхід,42092511.0
2023-12-17,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1507999.0
2023-12-17,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,40969708.0
2023-12-18,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9194576.0
2023-12-18,Транскордонні точки,ГВС Каушани,Молдова,Вхід,963842.5
2023-12-18,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1483789.1
2023-12-18,Транскордонні точки,Республіка Молдова,Молдова,Вихід,352768.0
2023-12-18,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12684664.0
2023-12-18,Транскордонні точки,ГВС Суджа,Росія,Вхід,41053620.0
2023-12-18,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1496945.0
2023-12-18,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,40895344.0
2023-12-19,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9129500.0
2023-12-19,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1018759.2
2023-12-19,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1339107.6
2023-12-19,Транскордонні точки,Республіка Молдова,Молдова,Вихід,421444.0
2023-12-19,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12768071.0
2023-12-19,Транскордонні точки,ГВС Суджа,Росія,Вхід,42075607.0
2023-12-19,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1510143.0
2023-12-19,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42103769.0
2023-12-20,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9403368.0
2023-12-20,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1126795.9
2023-12-20,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1333970.9
2023-12-20,Транскордонні точки,Республіка Молдова,Молдова,Вихід,511312.0
2023-12-20,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12836101.0
2023-12-20,Транскордонні точки,ГВС Суджа,Росія,Вхід,42662874.0
2023-12-20,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1482068.0
2023-12-20,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,43137075.0
2023-12-21,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8745723.0
2023-12-21,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1085210.0
2023-12-21,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1332854.1
2023-12-21,Транскордонні точки,Республіка Молдова,Молдова,Вихід,514155.0
2023-12-21,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12563722.0
2023-12-21,Транскордонні точки,ГВС Суджа,Росія,Вхід,42060030.0
2023-12-21,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1493801.0
2023-12-21,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42499314.0
2023-12-22,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,455339.0
2023-12-22,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9015387.0
2023-12-22,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1063498.8
2023-12-22,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1482415.0
2023-12-22,Транскордонні точки,Республіка Молдова,Молдова,Вихід,513851.0
2023-12-22,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12359845.0
2023-12-22,Транскордонні точки,ГВС Суджа,Росія,Вхід,41084352.0
2023-12-22,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1484062.0
2023-12-22,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42012215.0
2023-12-23,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9285922.0
2023-12-23,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1083934.5
2023-12-23,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1391493.4
2023-12-23,Транскордонні точки,Республіка Молдова,Молдова,Вихід,539049.0
2023-12-23,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12314978.0
2023-12-23,Транскордонні точки,ГВС Суджа,Росія,Вхід,41241606.0
2023-12-23,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1478090.0
2023-12-23,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39491182.0
2023-12-24,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9495210.0
2023-12-24,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1087577.1
2023-12-24,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1436795.0
2023-12-24,Транскордонні точки,Республіка Молдова,Молдова,Вихід,496982.0
2023-12-24,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,13022102.0
2023-12-24,Транскордонні точки,ГВС Суджа,Росія,Вхід,41376550.0
2023-12-24,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1485007.0
2023-12-24,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39491816.0
2023-12-25,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,1392148.0
2023-12-25,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9025941.0
2023-12-25,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1061018.9
2023-12-25,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1430660.4
2023-12-25,Транскордонні точки,Республіка Молдова,Молдова,Вихід,488273.0
2023-12-25,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12606968.0
2023-12-25,Транскордонні точки,ГВС Суджа,Росія,Вхід,40775508.0
2023-12-25,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1481651.0
2023-12-25,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39492198.0
2023-12-26,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,595942.0
2023-12-26,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9122584.0
2023-12-26,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1055808.9
2023-12-26,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1228687.9
2023-12-26,Транскордонні точки,Республіка Молдова,Молдова,Вихід,466217.0
2023-12-26,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,11862914.0
2023-12-26,Транскордонні точки,ГВС Суджа,Росія,Вхід,39980427.0
2023-12-26,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1497624.0
2023-12-26,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39389517.0
2023-12-27,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,493389.0
2023-12-27,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9482981.0
2023-12-27,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1067658.4
2023-12-27,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1330650.2
2023-12-27,Транскордонні точки,Республіка Молдова,Молдова,Вихід,474058.0
2023-12-27,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12522057.0
2023-12-27,Транскордонні точки,ГВС Суджа,Росія,Вхід,40637098.0
2023-12-27,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1490817.0
2023-12-27,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39474217.0
2023-12-28,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,1755882.0
2023-12-28,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8801089.0
2023-12-28,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1011799.0
2023-12-28,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1432592.9
2023-12-28,Транскордонні точки,Республіка Молдова,Молдова,Вихід,468070.0
2023-12-28,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12816150.0
2023-12-28,Транскордонні точки,ГВС Суджа,Росія,Вхід,42739673.0
2023-12-28,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1460413.0
2023-12-28,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,41353549.0
2023-12-29,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,688494.0
2023-12-29,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8625859.0
2023-12-29,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1045735.8
2023-12-29,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1335168.0
2023-12-29,Транскордонні точки,Республіка Молдова,Молдова,Вихід,479507.0
2023-12-29,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12605309.0
2023-12-29,Транскордонні точки,ГВС Суджа,Росія,Вхід,42799404.0
2023-12-29,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1448028.0
2023-12-29,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,41582718.0
2023-12-30,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8835383.0
2023-12-30,Транскордонні точки,ГВС Каушани,Молдова,Вхід,868295.7
2023-12-30,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1435626.9
2023-12-30,Транскордонні точки,Республіка Молдова,Молдова,Вихід,424845.0
2023-12-30,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12203997.0
2023-12-30,Транскордонні точки,ГВС Суджа,Росія,Вхід,40608718.0
2023-12-30,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1501068.0
2023-12-30,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39609144.0
2023-12-31,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,394809.0
2023-12-31,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8703408.0
2023-12-31,Транскордонні точки,ГВС Каушани,Молдова,Вхід,308850.82
2023-12-31,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1232913.2
2023-12-31,Транскордонні точки,Республіка Молдова,Молдова,Вихід,243662.0
2023-12-31,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,12198038.0
2023-12-31,Транскордонні точки,ГВС Суджа,Росія,Вхід,39534788.0
2023-12-31,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,1502372.0
2023-12-31,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39653053.0
2024-01-01,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,1112271.0
2024-01-01,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8378480.0
2024-01-01,Транскордонні точки,ГВС Каушани,Молдова,Вхід,962629.9
2024-01-01,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1332466.1
2024-01-01,Транскордонні точки,Республіка Молдова,Молдова,Вихід,442788.0
2024-01-01,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,4186909.0
2024-01-01,Транскордонні точки,ГВС Суджа,Росія,Вхід,37538450.0
2024-01-01,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,607782.0
2024-01-01,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,35818068.0
2024-01-02,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8599580.0
2024-01-02,Транскордонні точки,ГВС Каушани,Молдова,Вхід,763599.0
2024-01-02,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,932355.6
2024-01-02,Транскордонні точки,Республіка Молдова,Молдова,Вихід,380846.0
2024-01-02,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,3419947.0
2024-01-02,Транскордонні точки,ГВС Суджа,Росія,Вхід,40856448.0
2024-01-02,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,585819.0
2024-01-02,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39449834.0
2024-01-03,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,276850.0
2024-01-03,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8954525.0
2024-01-03,Транскордонні точки,ГВС Каушани,Молдова,Вхід,764942.1
2024-01-03,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,883755.6
2024-01-03,Транскордонні точки,Республіка Молдова,Молдова,Вихід,390309.0
2024-01-03,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,2999298.0
2024-01-03,Транскордонні точки,ГВС Суджа,Росія,Вхід,41653143.0
2024-01-03,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,438251.0
2024-01-03,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39576275.0
2024-01-04,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8779974.0
2024-01-04,Транскордонні точки,ГВС Каушани,Молдова,Вхід,862688.4
2024-01-04,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,932091.3
2024-01-04,Транскордонні точки,Республіка Молдова,Молдова,Вихід,426098.0
2024-01-04,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,2909528.0
2024-01-04,Транскордонні точки,ГВС Суджа,Росія,Вхід,42749823.0
2024-01-04,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,350039.0
2024-01-04,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39560901.0
2024-01-05,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,9417678.0
2024-01-05,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1065925.5
2024-01-05,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,933744.4
2024-01-05,Транскордонні точки,Республіка Молдова,Молдова,Вихід,469399.0
2024-01-05,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,3105582.0
2024-01-05,Транскордонні точки,ГВС Суджа,Росія,Вхід,42396201.0
2024-01-05,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,448238.0
2024-01-05,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,40690109.0
2024-01-06,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,1579296.0
2024-01-06,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8638916.0
2024-01-06,Транскордонні точки,ГВС Каушани,Молдова,Вхід,967490.4
2024-01-06,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1234855.3
2024-01-06,Транскордонні точки,Республіка Молдова,Молдова,Вихід,459149.0
2024-01-06,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,3112136.0
2024-01-06,Транскордонні точки,ГВС Суджа,Росія,Вхід,40833086.0
2024-01-06,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,733090.0
2024-01-06,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,38807249.0
2024-01-07,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,1393161.0
2024-01-07,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,8739206.0
2024-01-07,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1071641.0
2024-01-07,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1538753.6
2024-01-07,Транскордонні точки,Республіка Молдова,Молдова,Вихід,479736.0
2024-01-07,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,3360482.0
2024-01-07,Транскордонні точки,ГВС Суджа,Росія,Вхід,40202384.0
2024-01-07,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,574481.0
2024-01-07,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,38993616.0
2024-01-08,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10232081.0
2024-01-08,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1142332.1
2024-01-08,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1450573.5
2024-01-08,Транскордонні точки,Республіка Молдова,Молдова,Вихід,572980.0
2024-01-08,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,2651618.0
2024-01-08,Транскордонні точки,ГВС Суджа,Росія,Вхід,40379340.0
2024-01-08,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,644337.0
2024-01-08,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,39464443.0
2024-01-09,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,11787623.0
2024-01-09,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1192513.6
2024-01-09,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1459028.4
2024-01-09,Транскордонні точки,Республіка Молдова,Молдова,Вихід,615892.0
2024-01-09,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,3316522.0
2024-01-09,Транскордонні точки,ГВС Суджа,Росія,Вхід,42407082.0
2024-01-09,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,343793.0
2024-01-09,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,43009196.0
2024-01-10,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10997499.0
2024-01-10,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1216152.0
2024-01-10,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1558008.1
2024-01-10,Транскордонні точки,Республіка Молдова,Молдова,Вихід,619683.0
2024-01-10,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,3962983.0
2024-01-10,Транскордонні точки,ГВС Суджа,Росія,Вхід,42503984.0
2024-01-10,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,615642.0
2024-01-10,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,41403392.0
2024-01-11,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12534614.0
2024-01-11,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1239492.7
2024-01-11,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1552032.3
2024-01-11,Транскордонні точки,Республіка Молдова,Молдова,Вихід,613548.0
2024-01-11,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,3695630.0
2024-01-11,Транскордонні точки,ГВС Суджа,Росія,Вхід,42544764.0
2024-01-11,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,647403.0
2024-01-11,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42785203.0
2024-01-12,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,11457691.0
2024-01-12,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1251120.9
2024-01-12,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,1549707.9
2024-01-12,Транскордонні точки,Республіка Молдова,Молдова,Вихід,627112.0
2024-01-12,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,2936664.0
2024-01-12,Транскордонні точки,ГВС Суджа,Росія,Вхід,42018784.0
2024-01-12,Транскордонні точки,ГВС Будiнце,Словаччина,Вихід,638136.0
2024-01-12,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,42336471.0
2024-01-13,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,11357489.0
2024-01-13,Транскордонні точки,ГВС Каушани,Молдова,Вхід,1278601.8
